POOL_ID	SRA_ID	SRA_DIR
SAMN25948929	SRR18028651	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028651.sra
SAMN25948929	SRR18028652	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028652.sra
SAMN25948929	SRR18028653	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028653.sra
SAMN25948929	SRR18028654	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028654.sra
SAMN25948929	SRR18028655	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028655.sra
SAMN25948929	SRR18028656	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028656.sra
SAMN25948929	SRR18028657	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028657.sra
SAMN25948929	SRR18028658	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028658.sra
SAMN25948929	SRR18028659	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028659.sra
SAMN25948929	SRR18028660	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028660.sra
SAMN25948929	SRR18028661	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028661.sra
SAMN25948929	SRR18028662	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028662.sra
SAMN25948929	SRR18028663	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028663.sra
SAMN25948929	SRR18028664	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028664.sra
SAMN25948929	SRR18028665	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028665.sra
SAMN25948930	SRR18028666	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028666.sra
SAMN25948930	SRR18028667	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028667.sra
SAMN25948930	SRR18028668	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028668.sra
SAMN25948930	SRR18028669	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028669.sra
SAMN25948930	SRR18028670	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028670.sra
SAMN25948930	SRR18028671	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028671.sra
SAMN25948930	SRR18028672	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028672.sra
SAMN25948930	SRR18028673	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028673.sra
SAMN25948930	SRR18028674	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028674.sra
SAMN25948930	SRR18028675	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028675.sra
SAMN25948930	SRR18028676	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028676.sra
SAMN25948930	SRR18028677	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028677.sra
SAMN25948930	SRR18028678	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028678.sra
SAMN25948930	SRR18028679	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028679.sra
SAMN25948930	SRR18028680	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028680.sra
SAMN25948930	SRR18028681	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028681.sra
SAMN25948930	SRR18028682	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028682.sra
SAMN25948930	SRR18028683	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028683.sra
SAMN25948930	SRR18028684	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028684.sra
SAMN25948930	SRR18028685	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028685.sra
SAMN25948931	SRR18028686	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028686.sra
SAMN25948931	SRR18028687	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028687.sra
SAMN25948931	SRR18028688	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028688.sra
SAMN25948931	SRR18028689	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028689.sra
SAMN25948931	SRR18028690	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028690.sra
SAMN25948931	SRR18028691	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028691.sra
SAMN25948931	SRR18028692	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028692.sra
SAMN25948931	SRR18028693	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028693.sra
SAMN25948931	SRR18028694	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028694.sra
SAMN25948931	SRR18028695	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028695.sra
SAMN25948931	SRR18028696	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028696.sra
SAMN25948931	SRR18028697	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028697.sra
SAMN25948931	SRR18028698	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028698.sra
SAMN25948931	SRR18028699	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028699.sra
SAMN25948931	SRR18028700	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028700.sra
SAMN25948931	SRR18028701	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028701.sra
SAMN25948931	SRR18028702	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028702.sra
SAMN25948931	SRR18028703	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028703.sra
SAMN25948931	SRR18028704	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028704.sra
SAMN25948931	SRR18028705	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028705.sra
SAMN25948932	SRR18028706	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028706.sra
SAMN25948932	SRR18028707	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028707.sra
SAMN25948932	SRR18028708	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028708.sra
SAMN25948932	SRR18028709	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028709.sra
SAMN25948932	SRR18028710	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028710.sra
SAMN25948932	SRR18028711	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028711.sra
SAMN25948932	SRR18028712	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028712.sra
SAMN25948932	SRR18028713	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028713.sra
SAMN25948932	SRR18028714	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028714.sra
SAMN25948932	SRR18028715	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028715.sra
SAMN25948932	SRR18028716	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028716.sra
SAMN25948932	SRR18028717	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028717.sra
SAMN25948932	SRR18028718	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028718.sra
SAMN25948932	SRR18028719	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028719.sra
SAMN25948932	SRR18028720	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028720.sra
SAMN25948932	SRR18028721	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028721.sra
SAMN25948932	SRR18028722	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028722.sra
SAMN25948932	SRR18028723	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028723.sra
SAMN25948932	SRR18028724	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028724.sra
SAMN25948932	SRR18028725	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028725.sra
SAMN25948933	SRR18028726	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028726.sra
SAMN25948933	SRR18028727	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028727.sra
SAMN25948933	SRR18028728	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028728.sra
SAMN25948933	SRR18028729	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028729.sra
SAMN25948933	SRR18028730	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028730.sra
SAMN25948933	SRR18028731	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028731.sra
SAMN25948933	SRR18028732	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028732.sra
SAMN25948933	SRR18028733	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028733.sra
SAMN25948933	SRR18028734	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028734.sra
SAMN25948933	SRR18028735	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028735.sra
SAMN25948933	SRR18028736	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028736.sra
SAMN25948933	SRR18028737	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028737.sra
SAMN25948933	SRR18028738	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028738.sra
SAMN25948933	SRR18028739	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028739.sra
SAMN25948933	SRR18028740	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028740.sra
SAMN25948933	SRR18028741	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028741.sra
SAMN25948933	SRR18028742	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028742.sra
SAMN25948933	SRR18028743	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028743.sra
SAMN25948933	SRR18028744	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028744.sra
SAMN25948933	SRR18028745	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028745.sra
SAMN25948934	SRR18028746	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028746.sra
SAMN25948934	SRR18028747	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028747.sra
SAMN25948934	SRR18028748	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028748.sra
SAMN25948934	SRR18028749	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028749.sra
SAMN25948934	SRR18028750	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028750.sra
SAMN25948934	SRR18028751	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028751.sra
SAMN25948934	SRR18028752	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028752.sra
SAMN25948934	SRR18028753	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028753.sra
SAMN25948934	SRR18028754	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028754.sra
SAMN25948934	SRR18028755	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028755.sra
SAMN25948934	SRR18028756	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028756.sra
SAMN25948934	SRR18028757	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028757.sra
SAMN25948934	SRR18028758	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028758.sra
SAMN25948934	SRR18028759	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028759.sra
SAMN25948934	SRR18028760	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028760.sra
SAMN25948934	SRR18028761	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028761.sra
SAMN25948934	SRR18028762	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028762.sra
SAMN25948934	SRR18028763	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028763.sra
SAMN25948934	SRR18028764	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028764.sra
SAMN25948934	SRR18028765	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028765.sra
SAMN25948935	SRR18028766	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028766.sra
SAMN25948935	SRR18028767	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028767.sra
SAMN25948935	SRR18028768	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028768.sra
SAMN25948935	SRR18028769	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028769.sra
SAMN25948935	SRR18028770	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028770.sra
SAMN25948935	SRR18028771	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028771.sra
SAMN25948935	SRR18028772	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028772.sra
SAMN25948935	SRR18028773	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028773.sra
SAMN25948935	SRR18028774	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028774.sra
SAMN25948935	SRR18028775	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028775.sra
SAMN25948935	SRR18028776	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028776.sra
SAMN25948935	SRR18028777	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028777.sra
SAMN25948935	SRR18028778	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028778.sra
SAMN25948935	SRR18028779	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028779.sra
SAMN25948935	SRR18028780	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028780.sra
SAMN25948935	SRR18028781	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028781.sra
SAMN25948935	SRR18028782	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028782.sra
SAMN25948935	SRR18028783	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028783.sra
SAMN25948935	SRR18028784	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028784.sra
SAMN25948935	SRR18028785	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028785.sra
SAMN25948918	SRR18028786	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028786.sra
SAMN25948918	SRR18028787	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028787.sra
SAMN25948918	SRR18028788	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028788.sra
SAMN25948918	SRR18028789	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028789.sra
SAMN25948918	SRR18028790	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028790.sra
SAMN25948918	SRR18028791	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028791.sra
SAMN25948918	SRR18028792	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028792.sra
SAMN25948918	SRR18028793	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028793.sra
SAMN25948918	SRR18028794	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028794.sra
SAMN25948918	SRR18028795	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028795.sra
SAMN25948918	SRR18028796	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028796.sra
SAMN25948918	SRR18028797	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028797.sra
SAMN25948918	SRR18028798	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028798.sra
SAMN25948918	SRR18028799	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028799.sra
SAMN25948918	SRR18028800	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028800.sra
SAMN25948918	SRR18028801	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028801.sra
SAMN25948918	SRR18028802	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028802.sra
SAMN25948918	SRR18028803	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028803.sra
SAMN25948918	SRR18028804	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028804.sra
SAMN25948918	SRR18028805	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028805.sra
SAMN25948919	SRR18028806	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028806.sra
SAMN25948919	SRR18028807	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028807.sra
SAMN25948919	SRR18028808	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028808.sra
SAMN25948919	SRR18028809	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028809.sra
SAMN25948919	SRR18028810	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028810.sra
SAMN25948919	SRR18028811	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028811.sra
SAMN25948919	SRR18028812	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028812.sra
SAMN25948919	SRR18028813	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028813.sra
SAMN25948919	SRR18028814	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028814.sra
SAMN25948919	SRR18028815	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028815.sra
SAMN25948919	SRR18028816	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028816.sra
SAMN25948919	SRR18028817	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028817.sra
SAMN25948919	SRR18028818	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028818.sra
SAMN25948919	SRR18028819	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028819.sra
SAMN25948919	SRR18028820	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028820.sra
SAMN25948919	SRR18028821	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028821.sra
SAMN25948919	SRR18028822	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028822.sra
SAMN25948919	SRR18028823	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028823.sra
SAMN25948919	SRR18028824	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028824.sra
SAMN25948919	SRR18028825	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028825.sra
SAMN25948925	SRR18028826	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028826.sra
SAMN25948925	SRR18028827	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028827.sra
SAMN25948925	SRR18028828	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028828.sra
SAMN25948925	SRR18028829	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028829.sra
SAMN25948925	SRR18028830	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028830.sra
SAMN25948925	SRR18028831	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028831.sra
SAMN25948925	SRR18028832	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028832.sra
SAMN25948925	SRR18028833	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028833.sra
SAMN25948890	SRR18028834	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028834.sra
SAMN25948890	SRR18028835	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028835.sra
SAMN25948890	SRR18028836	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028836.sra
SAMN25948890	SRR18028837	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028837.sra
SAMN25948890	SRR18028838	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028838.sra
SAMN25948890	SRR18028839	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028839.sra
SAMN25948890	SRR18028840	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028840.sra
SAMN25948890	SRR18028841	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028841.sra
SAMN25948890	SRR18028842	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028842.sra
SAMN25948890	SRR18028843	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028843.sra
SAMN25948890	SRR18028844	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028844.sra
SAMN25948890	SRR18028845	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028845.sra
SAMN25948890	SRR18028846	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028846.sra
SAMN25948890	SRR18028847	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028847.sra
SAMN25948890	SRR18028848	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028848.sra
SAMN25948890	SRR18028849	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028849.sra
SAMN25948890	SRR18028850	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028850.sra
SAMN25948890	SRR18028851	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028851.sra
SAMN25948890	SRR18028852	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028852.sra
SAMN25948890	SRR18028853	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028853.sra
SAMN25948891	SRR18028854	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028854.sra
SAMN25948891	SRR18028855	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028855.sra
SAMN25948891	SRR18028856	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028856.sra
SAMN25948891	SRR18028857	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028857.sra
SAMN25948891	SRR18028858	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028858.sra
SAMN25948891	SRR18028859	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028859.sra
SAMN25948891	SRR18028860	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028860.sra
SAMN25948891	SRR18028861	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028861.sra
SAMN25948891	SRR18028862	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028862.sra
SAMN25948891	SRR18028863	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028863.sra
SAMN25948891	SRR18028864	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028864.sra
SAMN25948891	SRR18028865	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028865.sra
SAMN25948891	SRR18028866	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028866.sra
SAMN25948891	SRR18028867	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028867.sra
SAMN25948891	SRR18028868	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028868.sra
SAMN25948891	SRR18028869	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028869.sra
SAMN25948891	SRR18028870	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028870.sra
SAMN25948891	SRR18028871	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028871.sra
SAMN25948891	SRR18028872	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028872.sra
SAMN25948891	SRR18028873	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028873.sra
SAMN25948892	SRR18028874	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028874.sra
SAMN25948892	SRR18028875	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028875.sra
SAMN25948892	SRR18028876	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028876.sra
SAMN25948892	SRR18028877	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028877.sra
SAMN25948892	SRR18028878	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028878.sra
SAMN25948892	SRR18028879	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028879.sra
SAMN25948892	SRR18028880	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028880.sra
SAMN25948892	SRR18028881	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028881.sra
SAMN25948892	SRR18028882	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028882.sra
SAMN25948892	SRR18028883	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028883.sra
SAMN25948892	SRR18028884	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028884.sra
SAMN25948892	SRR18028885	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028885.sra
SAMN25948892	SRR18028886	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028886.sra
SAMN25948892	SRR18028887	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028887.sra
SAMN25948892	SRR18028888	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028888.sra
SAMN25948892	SRR18028889	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028889.sra
SAMN25948892	SRR18028890	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028890.sra
SAMN25948892	SRR18028891	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028891.sra
SAMN25948892	SRR18028892	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028892.sra
SAMN25948892	SRR18028893	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028893.sra
SAMN25948893	SRR18028894	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028894.sra
SAMN25948893	SRR18028895	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028895.sra
SAMN25948893	SRR18028896	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028896.sra
SAMN25948893	SRR18028897	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028897.sra
SAMN25948893	SRR18028898	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028898.sra
SAMN25948893	SRR18028899	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028899.sra
SAMN25948893	SRR18028900	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028900.sra
SAMN25948893	SRR18028901	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028901.sra
SAMN25948893	SRR18028902	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028902.sra
SAMN25948893	SRR18028903	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028903.sra
SAMN25948893	SRR18028904	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028904.sra
SAMN25948893	SRR18028905	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028905.sra
SAMN25948893	SRR18028906	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028906.sra
SAMN25948893	SRR18028907	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028907.sra
SAMN25948893	SRR18028908	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028908.sra
SAMN25948893	SRR18028909	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028909.sra
SAMN25948893	SRR18028910	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028910.sra
SAMN25948893	SRR18028911	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028911.sra
SAMN25948893	SRR18028912	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028912.sra
SAMN25948893	SRR18028913	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028913.sra
SAMN25948894	SRR18028914	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028914.sra
SAMN25948894	SRR18028915	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028915.sra
SAMN25948894	SRR18028916	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028916.sra
SAMN25948894	SRR18028917	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028917.sra
SAMN25948894	SRR18028918	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028918.sra
SAMN25948894	SRR18028919	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028919.sra
SAMN25948894	SRR18028920	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028920.sra
SAMN25948894	SRR18028921	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028921.sra
SAMN25948894	SRR18028922	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028922.sra
SAMN25948894	SRR18028923	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028923.sra
SAMN25948894	SRR18028924	/gpfs/space/projects/genomic_references/OneK1K/sra/SRR18028924.sra
